,country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
2596,India,Sarangpur,155,Unhealthy,1,Good,41,Good,0,Good,155,Unhealthy
2599,India,Sawai Madhopur,164,Unhealthy,1,Good,45,Good,0,Good,164,Unhealthy
2611,Pakistan,Shahdadpur,171,Unhealthy,1,Good,43,Good,0,Good,171,Unhealthy
2620,India,Tankara,154,Unhealthy,0,Good,31,Good,0,Good,154,Unhealthy
2621,India,Tarana,155,Unhealthy,1,Good,39,Good,0,Good,155,Unhealthy
2626,China,Shilong,191,Unhealthy,4,Good,191,Unhealthy,5,Good,121,Unhealthy for Sensitive Groups
2637,India,Siwan,153,Unhealthy,4,Good,153,Unhealthy,1,Good,152,Unhealthy
2638,India,Siwana,241,Very Unhealthy,1,Good,32,Good,0,Good,241,Very Unhealthy
2656,India,Gua,162,Unhealthy,2,Good,72,Moderate,0,Good,162,Unhealthy
2662,Pakistan,Gujrat,161,Unhealthy,3,Good,160,Unhealthy,1,Good,161,Unhealthy
2666,Viet Nam,Hanoi,181,Unhealthy,4,Good,181,Unhealthy,1,Good,145,Unhealthy for Sensitive Groups
2674,Pakistan,Haveli,166,Unhealthy,3,Good,166,Unhealthy,1,Good,153,Unhealthy
2680,India,Himatnagar,157,Unhealthy,1,Good,37,Good,0,Good,157,Unhealthy
2681,India,Hisua,154,Unhealthy,3,Good,100,Unhealthy for Sensitive Groups,2,Good,154,Unhealthy
2687,China,Huayang,154,Unhealthy,3,Good,54,Moderate,8,Good,154,Unhealthy
2711,Pakistan,Jalalpur Pirwala,183,Unhealthy,2,Good,135,Unhealthy for Sensitive Groups,1,Good,183,Unhealthy
2715,India,Jhalrapatan,176,Unhealthy,1,Good,38,Good,0,Good,176,Unhealthy
2719,India,Kadaura,171,Unhealthy,4,Good,171,Unhealthy,1,Good,170,Unhealthy
2720,India,Kadi,154,Unhealthy,1,Good,33,Good,0,Good,154,Unhealthy
2734,Uzbekistan,Gagarin,168,Unhealthy,1,Good,48,Good,0,Good,168,Unhealthy
2752,South Africa,Fochville,154,Unhealthy,8,Good,17,Good,12,Good,154,Unhealthy
2764,India,Chikitigarh,156,Unhealthy,2,Good,77,Moderate,0,Good,156,Unhealthy
2768,India,Chittaranjan,174,Unhealthy,1,Good,92,Moderate,1,Good,174,Unhealthy
2769,India,Chomun,197,Unhealthy,1,Good,39,Good,0,Good,197,Unhealthy
2773,India,Bisalpur,500,Hazardous,1,Good,77,Moderate,1,Good,480,Hazardous
2805,Mexico,Calpan,153,Unhealthy,2,Good,4,Good,12,Good,153,Unhealthy
2807,Angola,Camacupa,154,Unhealthy,4,Good,28,Good,3,Good,154,Unhealthy
2833,India,Chakulia,165,Unhealthy,1,Good,71,Moderate,0,Good,165,Unhealthy
2846,India,Azamgarh,459,Hazardous,1,Good,67,Moderate,1,Good,334,Hazardous
2850,India,Balugaon,158,Unhealthy,1,Good,61,Moderate,0,Good,158,Unhealthy
2857,India,Barela,154,Unhealthy,1,Good,39,Good,0,Good,154,Unhealthy
2858,India,Bareli,500,Hazardous,1,Good,68,Moderate,1,Good,478,Hazardous
2863,India,Baruipur,172,Unhealthy,3,Good,101,Unhealthy for Sensitive Groups,2,Good,172,Unhealthy
2885,India,Dabra,172,Unhealthy,1,Good,45,Good,0,Good,172,Unhealthy
2896,India,Bikramganj,316,Hazardous,1,Good,67,Moderate,1,Good,271,Very Unhealthy
2906,India,Gomoh,158,Unhealthy,4,Good,41,Good,7,Good,158,Unhealthy
2914,China,Guangzhou,184,Unhealthy,7,Good,0,Good,30,Good,184,Unhealthy
2916,China,Haikou,158,Unhealthy,6,Good,9,Good,18,Good,158,Unhealthy
2922,India,Haora,197,Unhealthy,9,Good,10,Good,20,Good,197,Unhealthy
2923,China,Harbin,164,Unhealthy,5,Good,41,Good,17,Good,164,Unhealthy
2924,India,Harda,188,Unhealthy,2,Good,32,Good,3,Good,188,Unhealthy
2926,Kuwait,Hawalli,161,Unhealthy,3,Good,124,Unhealthy for Sensitive Groups,18,Good,161,Unhealthy
2934,India,Hindaun,169,Unhealthy,4,Good,78,Moderate,5,Good,169,Unhealthy
2941,China,Huilong,190,Unhealthy,11,Good,6,Good,47,Good,190,Unhealthy
2958,Pakistan,Islamabad,178,Unhealthy,5,Good,42,Good,11,Good,178,Unhealthy
2959,Pakistan,Islamkot,229,Very Unhealthy,1,Good,27,Good,0,Good,211,Very Unhealthy
2963,India,Jagdispur,167,Unhealthy,4,Good,71,Moderate,5,Good,167,Unhealthy
2966,India,Jalali,171,Unhealthy,5,Good,43,Good,22,Good,171,Unhealthy
2967,India,Jalesar,178,Unhealthy,5,Good,27,Good,30,Good,178,Unhealthy
2968,Pakistan,Jampur,188,Unhealthy,2,Good,48,Good,4,Good,188,Unhealthy
2971,India,Jharsuguda,154,Unhealthy,2,Good,67,Moderate,2,Good,154,Unhealthy
2972,China,Jiangdu,214,Very Unhealthy,13,Good,1,Good,59,Moderate,214,Very Unhealthy
2973,China,Jiaojiang,159,Unhealthy,5,Good,40,Good,18,Good,159,Unhealthy
2976,India,Junnar,161,Unhealthy,4,Good,26,Good,7,Good,161,Unhealthy
2979,India,Kannauj,164,Unhealthy,4,Good,45,Good,8,Good,164,Unhealthy
2981,India,Kaptanganj,161,Unhealthy,5,Good,30,Good,10,Good,161,Unhealthy
2989,Pakistan,Khanpur,180,Unhealthy,2,Good,22,Good,9,Good,180,Unhealthy
2997,Philippines,San Miguel,153,Unhealthy,3,Good,19,Good,9,Good,153,Unhealthy
3000,India,Sanawad,190,Unhealthy,2,Good,31,Good,3,Good,190,Unhealthy
3030,India,Dahegam,154,Unhealthy,1,Good,38,Good,1,Good,154,Unhealthy
3034,India,Chas,154,Unhealthy,3,Good,92,Moderate,2,Good,154,Unhealthy
3035,India,Chechat,182,Unhealthy,1,Good,38,Good,0,Good,182,Unhealthy
3042,Mexico,Chiautempan,191,Unhealthy,3,Good,6,Good,12,Good,191,Unhealthy
3044,India,Chicholi,160,Unhealthy,2,Good,87,Moderate,0,Good,160,Unhealthy
3045,Mexico,Chimalhuacan,228,Very Unhealthy,4,Good,2,Good,21,Good,228,Very Unhealthy
3066,Chile,Paine,194,Unhealthy,12,Good,0,Good,19,Good,194,Unhealthy
3078,Mexico,Xalatlaco,152,Unhealthy,3,Good,6,Good,17,Good,152,Unhealthy
3089,China,Yushan,163,Unhealthy,5,Good,163,Unhealthy,14,Good,157,Unhealthy
3096,China,Zaozhuang,160,Unhealthy,3,Good,160,Unhealthy,3,Good,87,Moderate
3101,China,Zhaocheng,172,Unhealthy,4,Good,172,Unhealthy,2,Good,154,Unhealthy
3115,China,Xingtai,188,Unhealthy,5,Good,188,Unhealthy,5,Good,162,Unhealthy
3131,India,Waraseoni,153,Unhealthy,1,Good,39,Good,0,Good,153,Unhealthy
3140,India,Sanand,162,Unhealthy,1,Good,35,Good,0,Good,162,Unhealthy
3144,Brazil,Santa Isabel,161,Unhealthy,6,Good,2,Good,16,Good,161,Unhealthy
3149,Brazil,Sao Caetano Do Sul,182,Unhealthy,8,Good,0,Good,26,Good,182,Unhealthy
3163,Bangladesh,Mathbaria,170,Unhealthy,1,Good,34,Good,2,Good,170,Unhealthy
3188,Pakistan,Muzaffargarh,191,Unhealthy,2,Good,141,Unhealthy for Sensitive Groups,2,Good,191,Unhealthy
3191,India,Nagda,160,Unhealthy,1,Good,37,Good,0,Good,160,Unhealthy
3203,Mexico,Tepatlaxco,166,Unhealthy,3,Good,4,Good,11,Good,166,Unhealthy
3216,Bangladesh,Naral,192,Unhealthy,3,Good,45,Good,4,Good,192,Unhealthy
3225,India,Nim Ka Thana,375,Hazardous,1,Good,40,Good,0,Good,305,Hazardous
3228,India,Nirsa,188,Unhealthy,1,Good,85,Moderate,1,Good,188,Unhealthy
3245,China,Touliu,203,Very Unhealthy,3,Good,203,Very Unhealthy,6,Good,151,Unhealthy
3256,India,Tulsipur,172,Unhealthy,3,Good,154,Unhealthy,1,Good,172,Unhealthy
3259,Uzbekistan,Turtkul,300,Hazardous,1,Good,35,Good,0,Good,242,Very Unhealthy
3262,India,Udala,169,Unhealthy,1,Good,49,Good,0,Good,169,Unhealthy
3269,India,Utraula,188,Unhealthy,3,Good,165,Unhealthy,1,Good,188,Unhealthy
3276,Indonesia,Surabaya,152,Unhealthy,1,Good,45,Good,1,Good,152,Unhealthy
3281,China,Taichung,202,Very Unhealthy,4,Good,202,Very Unhealthy,10,Good,157,Unhealthy
3285,Pakistan,Tandlianwala,308,Hazardous,4,Good,91,Moderate,8,Good,308,Hazardous
3307,China,Kunyang,171,Unhealthy,4,Good,171,Unhealthy,2,Good,128,Unhealthy for Sensitive Groups
3308,India,Kurara,196,Unhealthy,2,Good,96,Moderate,0,Good,196,Unhealthy
3316,India,Machhlishahr,171,Unhealthy,4,Good,155,Unhealthy,1,Good,171,Unhealthy
3320,India,Mahwa,219,Very Unhealthy,1,Good,61,Moderate,0,Good,219,Very Unhealthy
3322,India,Malia,157,Unhealthy,0,Good,29,Good,0,Good,157,Unhealthy
3326,India,Mandleshwar,163,Unhealthy,1,Good,34,Good,0,Good,163,Unhealthy
3329,India,Mangrol,238,Very Unhealthy,1,Good,39,Good,0,Good,238,Very Unhealthy
3369,Mexico,Lopez Mateos,175,Unhealthy,6,Good,5,Good,21,Good,175,Unhealthy
3371,India,Losal,244,Very Unhealthy,1,Good,46,Good,0,Good,244,Very Unhealthy
3375,China,Luohe,161,Unhealthy,2,Good,161,Unhealthy,2,Good,83,Moderate
3391,India,Jaynagar Majilpur,160,Unhealthy,3,Good,72,Moderate,3,Good,160,Unhealthy
3399,Pakistan,Kahna Nau,160,Unhealthy,3,Good,131,Unhealthy for Sensitive Groups,1,Good,160,Unhealthy
3400,India,Kalmeshwar,181,Unhealthy,1,Good,34,Good,0,Good,181,Unhealthy
3401,India,Kamarhati,172,Unhealthy,5,Good,103,Unhealthy for Sensitive Groups,6,Good,172,Unhealthy
3406,India,Bhadreswar,172,Unhealthy,5,Good,106,Unhealthy for Sensitive Groups,6,Good,172,Unhealthy
3442,China,Huoqiu,178,Unhealthy,4,Good,178,Unhealthy,3,Good,132,Unhealthy for Sensitive Groups
3458,Gambia,Gunjur,153,Unhealthy,1,Good,22,Good,1,Good,153,Unhealthy
3460,China,Gushi,187,Unhealthy,4,Good,187,Unhealthy,2,Good,137,Unhealthy for Sensitive Groups
3477,Brazil,Itaquaquecetuba,172,Unhealthy,7,Good,0,Good,22,Good,172,Unhealthy
3482,India,Shikohabad,169,Unhealthy,4,Good,167,Unhealthy,1,Good,169,Unhealthy
3486,India,Sidhi,162,Unhealthy,3,Good,162,Unhealthy,2,Good,159,Unhealthy
3498,Pakistan,Sodhra,162,Unhealthy,3,Good,160,Unhealthy,1,Good,162,Unhealthy
3521,Pakistan,Khurianwala,171,Unhealthy,3,Good,171,Unhealthy,1,Good,163,Unhealthy
3529,Uzbekistan,Koson,159,Unhealthy,1,Good,49,Good,0,Good,159,Unhealthy
3537,Indonesia,Talang,161,Unhealthy,7,Good,18,Good,15,Good,161,Unhealthy
3558,Mali,Nioro,182,Unhealthy,1,Good,37,Good,0,Good,182,Unhealthy
3566,India,Nurpur,160,Unhealthy,5,Good,30,Good,11,Good,160,Unhealthy
3571,India,Mahasamund,154,Unhealthy,2,Good,44,Good,2,Good,154,Unhealthy
3574,India,Maksi,205,Very Unhealthy,2,Good,31,Good,3,Good,205,Very Unhealthy
3578,India,Manglaur,178,Unhealthy,7,Good,13,Good,19,Good,178,Unhealthy
3579,India,Manjhanpur,181,Unhealthy,5,Good,63,Moderate,8,Good,181,Unhealthy
3581,Pakistan,Mansehra,176,Unhealthy,5,Good,29,Good,10,Good,176,Unhealthy
3600,Libya,Waddan,176,Unhealthy,1,Good,39,Good,0,Good,176,Unhealthy
3622,Pakistan,Liaqatabad,174,Unhealthy,3,Good,147,Unhealthy for Sensitive Groups,0,Good,174,Unhealthy
3659,India,Manthani,155,Unhealthy,1,Good,51,Moderate,1,Good,155,Unhealthy
3681,India,Baghpat,168,Unhealthy,4,Good,161,Unhealthy,3,Good,168,Unhealthy
3698,China,Yuzhou,164,Unhealthy,6,Good,41,Good,26,Good,164,Unhealthy
3700,India,Zamania,173,Unhealthy,4,Good,84,Moderate,5,Good,173,Unhealthy
3709,Pakistan,Dera Ghazi Khan,174,Unhealthy,3,Good,150,Unhealthy,1,Good,174,Unhealthy
3712,India,Devli,185,Unhealthy,1,Good,38,Good,0,Good,185,Unhealthy
3713,India,Dhanera,172,Unhealthy,0,Good,29,Good,0,Good,172,Unhealthy
3737,China,Wenshang,152,Unhealthy,3,Good,152,Unhealthy,3,Good,131,Unhealthy for Sensitive Groups
3746,China,Xiangfan,168,Unhealthy,3,Good,168,Unhealthy,2,Good,104,Unhealthy for Sensitive Groups
3764,India,Wankaner,155,Unhealthy,0,Good,32,Good,0,Good,155,Unhealthy
3766,Iran (Islamic Republic of),Torbat E Jam,166,Unhealthy,1,Good,38,Good,0,Good,166,Unhealthy
3805,India,Sanchor,194,Unhealthy,0,Good,28,Good,0,Good,194,Unhealthy
3810,Brazil,Sao Goncalo,232,Very Unhealthy,9,Good,12,Good,28,Good,232,Very Unhealthy
3812,Pakistan,Sahiwal,163,Unhealthy,3,Good,163,Unhealthy,1,Good,156,Unhealthy
3819,India,Samba,155,Unhealthy,3,Good,125,Unhealthy for Sensitive Groups,0,Good,155,Unhealthy
3821,India,Rapar,170,Unhealthy,0,Good,28,Good,0,Good,170,Unhealthy
3824,India,Razam,154,Unhealthy,3,Good,92,Moderate,1,Good,154,Unhealthy
3844,Saudi Arabia,Sayhat,168,Unhealthy,1,Good,121,Unhealthy for Sensitive Groups,0,Good,168,Unhealthy
3848,India,Semaria,158,Unhealthy,3,Good,148,Unhealthy for Sensitive Groups,0,Good,158,Unhealthy
3850,Indonesia,Sepatan,205,Very Unhealthy,5,Good,205,Very Unhealthy,4,Good,163,Unhealthy
3858,India,Sausar,175,Unhealthy,1,Good,35,Good,0,Good,175,Unhealthy
3867,India,Shajapur,185,Unhealthy,1,Good,37,Good,0,Good,185,Unhealthy
3870,Saudi Arabia,Abha,170,Unhealthy,1,Good,74,Moderate,1,Good,170,Unhealthy
3872,United Arab Emirates,Abu Dhabi,170,Unhealthy,2,Good,170,Unhealthy,4,Good,150,Unhealthy
3873,Mexico,Acajete,182,Unhealthy,5,Good,2,Good,12,Good,182,Unhealthy
3887,Algeria,Algiers,154,Unhealthy,10,Good,33,Good,69,Moderate,154,Unhealthy
3890,India,Aska,155,Unhealthy,3,Good,85,Moderate,1,Good,155,Unhealthy
3892,India,Babina,169,Unhealthy,2,Good,97,Moderate,0,Good,169,Unhealthy
3905,China,Ankang,179,Unhealthy,2,Good,46,Good,1,Good,179,Unhealthy
3906,Pakistan,Arifwala,164,Unhealthy,3,Good,164,Unhealthy,1,Good,154,Unhealthy
3908,United States of America,Alpine,163,Unhealthy,5,Good,4,Good,25,Good,163,Unhealthy
3913,Niger,Arlit,164,Unhealthy,1,Good,20,Good,0,Good,164,Unhealthy
3926,Indonesia,Pamulang,201,Very Unhealthy,5,Good,201,Very Unhealthy,4,Good,161,Unhealthy
3927,Indonesia,Pandaan,154,Unhealthy,3,Good,112,Unhealthy for Sensitive Groups,2,Good,154,Unhealthy
3930,Mexico,Panotla,199,Unhealthy,3,Good,7,Good,13,Good,199,Unhealthy
3937,Indonesia,Parung,171,Unhealthy,4,Good,171,Unhealthy,2,Good,150,Unhealthy
3942,India,Phaphund,171,Unhealthy,4,Good,169,Unhealthy,1,Good,171,Unhealthy
3956,India,Bargarh,164,Unhealthy,2,Good,77,Moderate,0,Good,164,Unhealthy
3957,Brazil,Barra Do Pirai,159,Unhealthy,6,Good,0,Good,14,Good,159,Unhealthy
3968,India,Bhiwani,172,Unhealthy,3,Good,164,Unhealthy,1,Good,172,Unhealthy
3969,India,Biaora,175,Unhealthy,1,Good,38,Good,0,Good,175,Unhealthy
4007,Indonesia,Bogor,170,Unhealthy,4,Good,170,Unhealthy,2,Good,152,Unhealthy
4018,India,Napasar,443,Hazardous,1,Good,40,Good,0,Good,328,Hazardous
4020,India,Narsimhapur,161,Unhealthy,1,Good,46,Good,0,Good,161,Unhealthy
4021,Pakistan,Naushahro Firoz,158,Unhealthy,1,Good,44,Good,0,Good,158,Unhealthy
4035,South Africa,Nigel,174,Unhealthy,10,Good,13,Good,13,Good,174,Unhealthy
4057,India,Mount Abu,167,Unhealthy,1,Good,30,Good,0,Good,167,Unhealthy
4073,India,Nangal,152,Unhealthy,3,Good,143,Unhealthy for Sensitive Groups,1,Good,152,Unhealthy
4081,India,Chittaurgarh,207,Very Unhealthy,1,Good,35,Good,0,Good,207,Very Unhealthy
4083,Peru,Chosica,179,Unhealthy,9,Good,5,Good,25,Good,179,Unhealthy
4084,India,Churhat,191,Unhealthy,2,Good,82,Moderate,2,Good,191,Unhealthy
4123,Pakistan,Chambar,172,Unhealthy,1,Good,43,Good,0,Good,172,Unhealthy
4126,China,Baisha,158,Unhealthy,3,Good,158,Unhealthy,2,Good,113,Unhealthy for Sensitive Groups
4133,Brazil,Barueri,170,Unhealthy,6,Good,1,Good,20,Good,170,Unhealthy
4153,Brazil,Caieiras,165,Unhealthy,6,Good,1,Good,19,Good,165,Unhealthy
4171,India,Tekanpur,168,Unhealthy,4,Good,45,Good,6,Good,168,Unhealthy
4174,Mexico,Texcoco,320,Hazardous,5,Good,26,Good,10,Good,320,Hazardous
4186,China,Toufen,155,Unhealthy,5,Good,34,Good,36,Good,155,Unhealthy
4190,Mexico,Tultitlan,199,Unhealthy,2,Good,38,Good,5,Good,199,Unhealthy
4234,Indonesia,Gebog,161,Unhealthy,5,Good,2,Good,22,Good,161,Unhealthy
4238,India,Ghazipur,176,Unhealthy,4,Good,93,Moderate,5,Good,176,Unhealthy
4241,India,Daund,159,Unhealthy,2,Good,33,Good,6,Good,159,Unhealthy
4246,India,Dhaulpur,171,Unhealthy,4,Good,50,Good,7,Good,171,Unhealthy
4271,Russian Federation,Elban,172,Unhealthy,15,Good,32,Good,11,Good,172,Unhealthy
4279,India,Sadri,154,Unhealthy,1,Good,32,Good,1,Good,154,Unhealthy
4288,India,Sambalpur,157,Unhealthy,2,Good,72,Moderate,1,Good,157,Unhealthy
4289,India,Sambhal,164,Unhealthy,5,Good,33,Good,9,Good,164,Unhealthy
4303,India,Sumbal,152,Unhealthy,3,Good,37,Good,3,Good,152,Unhealthy
4325,Mexico,Progreso Industrial,181,Unhealthy,4,Good,24,Good,9,Good,181,Unhealthy
4328,India,Pundri,162,Unhealthy,4,Good,45,Good,9,Good,162,Unhealthy
4333,India,Rahuri,153,Unhealthy,1,Good,35,Good,2,Good,153,Unhealthy
4334,India,Raikot,165,Unhealthy,5,Good,41,Good,12,Good,165,Unhealthy
4337,India,Ramtek,172,Unhealthy,3,Good,34,Good,11,Good,172,Unhealthy
4349,India,Risod,154,Unhealthy,2,Good,23,Good,4,Good,154,Unhealthy
4360,Mexico,Ozumba,161,Unhealthy,1,Good,38,Good,3,Good,161,Unhealthy
4361,South Africa,Paarl,171,Unhealthy,6,Good,15,Good,9,Good,171,Unhealthy
4367,Indonesia,Pamanukan,156,Unhealthy,3,Good,22,Good,9,Good,156,Unhealthy
4371,India,Parola,153,Unhealthy,1,Good,34,Good,2,Good,153,Unhealthy
4380,Mexico,Contla,190,Unhealthy,1,Good,35,Good,3,Good,190,Unhealthy
4406,China,Mengyin,164,Unhealthy,6,Good,54,Moderate,18,Good,164,Unhealthy
4424,India,Moram,160,Unhealthy,2,Good,33,Good,3,Good,160,Unhealthy
4429,Mexico,Moyotzingo,332,Hazardous,3,Good,26,Good,8,Good,332,Hazardous
4435,India,Kanchrapara,172,Unhealthy,5,Good,126,Unhealthy for Sensitive Groups,5,Good,172,Unhealthy
4437,India,Kanth,175,Unhealthy,4,Good,175,Unhealthy,1,Good,157,Unhealthy
4465,India,Mawana,157,Unhealthy,3,Good,119,Unhealthy for Sensitive Groups,1,Good,157,Unhealthy
4482,Dominican Republic,Monte Plata,159,Unhealthy,5,Good,5,Good,12,Good,159,Unhealthy
4507,Egypt,Deshna,158,Unhealthy,2,Good,49,Good,6,Good,158,Unhealthy
4508,India,Dhampur,168,Unhealthy,3,Good,168,Unhealthy,1,Good,152,Unhealthy
4517,India,Khurai,160,Unhealthy,3,Good,67,Moderate,2,Good,160,Unhealthy
4529,India,Konnagar,214,Very Unhealthy,12,Good,2,Good,27,Good,214,Very Unhealthy
4554,India,Lalitpur,163,Unhealthy,3,Good,44,Good,5,Good,163,Unhealthy
4558,India,Latur,162,Unhealthy,2,Good,35,Good,3,Good,162,Unhealthy
4580,China,Maanshan,183,Unhealthy,9,Good,0,Good,42,Good,183,Unhealthy
4582,India,Sarauli,170,Unhealthy,4,Good,168,Unhealthy,1,Good,170,Unhealthy
4587,United States of America,Scott Lake,158,Unhealthy,6,Good,7,Good,17,Good,158,Unhealthy
4590,India,Seoni,173,Unhealthy,1,Good,36,Good,0,Good,173,Unhealthy
4597,India,Shamgarh,192,Unhealthy,1,Good,36,Good,0,Good,192,Unhealthy
4598,China,Shaoyang,159,Unhealthy,4,Good,159,Unhealthy,4,Good,108,Unhealthy for Sensitive Groups
4600,India,Sonegaon,168,Unhealthy,1,Good,29,Good,0,Good,168,Unhealthy
4607,South Africa,Stellenbosch,181,Unhealthy,11,Good,12,Good,8,Good,181,Unhealthy
4621,India,Sankrail,165,Unhealthy,4,Good,96,Moderate,5,Good,165,Unhealthy
4625,India,Sanwer,172,Unhealthy,1,Good,39,Good,0,Good,172,Unhealthy
4627,India,Baidyabati,225,Very Unhealthy,10,Good,9,Good,23,Good,225,Very Unhealthy
4631,Thailand,Bang Yai,164,Unhealthy,5,Good,4,Good,13,Good,164,Unhealthy
4633,Pakistan,Bannu,176,Unhealthy,3,Good,114,Unhealthy for Sensitive Groups,1,Good,176,Unhealthy
4634,India,Baramati,156,Unhealthy,2,Good,38,Good,2,Good,156,Unhealthy
4635,India,Barwala,166,Unhealthy,4,Good,126,Unhealthy for Sensitive Groups,5,Good,166,Unhealthy
4636,India,Baswa,169,Unhealthy,3,Good,102,Unhealthy for Sensitive Groups,3,Good,169,Unhealthy
4643,Indonesia,Bekasi,193,Unhealthy,9,Good,16,Good,29,Good,193,Unhealthy
4648,India,Berasia,164,Unhealthy,2,Good,57,Moderate,2,Good,164,Unhealthy
4652,India,Bhikhi,162,Unhealthy,4,Good,42,Good,13,Good,162,Unhealthy
4653,India,Bilgram,161,Unhealthy,3,Good,59,Moderate,6,Good,161,Unhealthy
4654,India,Bindki,180,Unhealthy,4,Good,101,Unhealthy for Sensitive Groups,6,Good,180,Unhealthy
4678,India,Calcutta,195,Unhealthy,8,Good,10,Good,19,Good,195,Unhealthy
4692,India,Chakia,155,Unhealthy,4,Good,43,Good,7,Good,155,Unhealthy
4693,India,Champdani,220,Very Unhealthy,10,Good,9,Good,23,Good,220,Very Unhealthy
4696,India,Chhata,177,Unhealthy,5,Good,41,Good,13,Good,177,Unhealthy
4701,China,Choucheng,181,Unhealthy,10,Good,0,Good,25,Good,181,Unhealthy
4703,Indonesia,Ciledug,166,Unhealthy,7,Good,11,Good,19,Good,166,Unhealthy
4744,Algeria,Tuggurt,164,Unhealthy,1,Good,47,Good,0,Good,164,Unhealthy
4749,India,Ujhani,500,Hazardous,1,Good,51,Moderate,2,Good,396,Hazardous
4757,India,Takhatpur,160,Unhealthy,1,Good,40,Good,0,Good,160,Unhealthy
4758,India,Talcher,163,Unhealthy,1,Good,65,Moderate,1,Good,163,Unhealthy
4782,India,Palwal,179,Unhealthy,4,Good,179,Unhealthy,2,Good,175,Unhealthy
4786,South Africa,Parys,155,Unhealthy,7,Good,17,Good,10,Good,155,Unhealthy
4811,Pakistan,Qadirpur Ran,161,Unhealthy,3,Good,152,Unhealthy,1,Good,161,Unhealthy
4816,India,Rajnagar,158,Unhealthy,3,Good,124,Unhealthy for Sensitive Groups,0,Good,158,Unhealthy
4844,India,Pali,173,Unhealthy,1,Good,26,Good,2,Good,173,Unhealthy
4846,Australia,Palmerston,264,Very Unhealthy,9,Good,2,Good,17,Good,264,Very Unhealthy
4859,India,Robertsganj,169,Unhealthy,3,Good,66,Moderate,4,Good,169,Unhealthy
4864,India,Madhogarh,172,Unhealthy,4,Good,95,Moderate,5,Good,172,Unhealthy
4866,India,Mahiari,198,Unhealthy,10,Good,3,Good,24,Good,198,Unhealthy
4890,Indonesia,Curug,281,Very Unhealthy,15,Good,6,Good,59,Moderate,281,Very Unhealthy
4894,Pakistan,Pindi Bhattian,175,Unhealthy,4,Good,78,Moderate,8,Good,175,Unhealthy
4917,India,Rahon,172,Unhealthy,6,Good,19,Good,22,Good,172,Unhealthy
4920,India,Ramanuj Ganj,172,Unhealthy,3,Good,43,Good,3,Good,172,Unhealthy
4928,India,Saharanpur,174,Unhealthy,7,Good,15,Good,18,Good,174,Unhealthy
4929,India,Sahawar,164,Unhealthy,4,Good,29,Good,31,Good,164,Unhealthy
4941,Mexico,San Pablo De Las Salinas,211,Very Unhealthy,2,Good,38,Good,5,Good,211,Very Unhealthy
4948,Indonesia,Pandegelang,195,Unhealthy,8,Good,17,Good,51,Moderate,195,Unhealthy
4949,Mexico,Papalotla,190,Unhealthy,1,Good,35,Good,3,Good,190,Unhealthy
4956,Indonesia,Peterongan,158,Unhealthy,3,Good,11,Good,9,Good,158,Unhealthy
4961,Pakistan,Bahawalpur,189,Unhealthy,2,Good,126,Unhealthy for Sensitive Groups,0,Good,189,Unhealthy
4969,Indonesia,Bangkalan,154,Unhealthy,2,Good,79,Moderate,1,Good,154,Unhealthy
4970,China,Baoji,156,Unhealthy,1,Good,34,Good,3,Good,156,Unhealthy
4988,South Africa,Brits,212,Very Unhealthy,14,Good,21,Good,17,Good,212,Very Unhealthy
5000,India,Bhander,166,Unhealthy,3,Good,140,Unhealthy for Sensitive Groups,0,Good,166,Unhealthy
5001,India,Bhanpuri,168,Unhealthy,1,Good,65,Moderate,0,Good,168,Unhealthy
5003,India,Bhimunipatnam,155,Unhealthy,3,Good,93,Moderate,2,Good,155,Unhealthy
5006,Kingdom of Eswatini,Big Bend,169,Unhealthy,9,Good,11,Good,6,Good,169,Unhealthy
5007,India,Bilara,183,Unhealthy,1,Good,32,Good,0,Good,183,Unhealthy
5013,India,Asind,175,Unhealthy,1,Good,35,Good,0,Good,175,Unhealthy
5014,India,Atrauli,165,Unhealthy,4,Good,159,Unhealthy,2,Good,165,Unhealthy
5019,India,Baberu,173,Unhealthy,4,Good,173,Unhealthy,1,Good,171,Unhealthy
5025,India,Shikarpur,163,Unhealthy,3,Good,152,Unhealthy,1,Good,163,Unhealthy
5027,Pakistan,Sialkot,162,Unhealthy,3,Good,149,Unhealthy for Sensitive Groups,1,Good,162,Unhealthy
5051,Pakistan,Talagang,173,Unhealthy,3,Good,123,Unhealthy for Sensitive Groups,0,Good,173,Unhealthy
5052,Pakistan,Talhar,152,Unhealthy,1,Good,39,Good,0,Good,152,Unhealthy
5054,India,Taoru,176,Unhealthy,4,Good,175,Unhealthy,2,Good,176,Unhealthy
5055,India,Taranagar,233,Very Unhealthy,2,Good,100,Unhealthy for Sensitive Groups,0,Good,233,Very Unhealthy
5061,India,Khurja,254,Very Unhealthy,3,Good,146,Unhealthy for Sensitive Groups,2,Good,254,Very Unhealthy
5068,South Africa,Klerksdorp,172,Unhealthy,9,Good,18,Good,12,Good,172,Unhealthy
5088,India,Lakheri,179,Unhealthy,1,Good,43,Good,0,Good,179,Unhealthy
5105,China,Linfen,156,Unhealthy,2,Good,156,Unhealthy,2,Good,84,Moderate
